COD_MUN,MUNICIPIO,SIGLA_UF,IDSC-BR_2024,Classificação_2024
3136207,João Monlevade ,MG,"48,32",2263
3136306,João Pinheiro ,MG,"52,6",1104
3136405,Joaquim Felício ,MG,"50,01",1777
3136504,Jordânia ,MG,"40,57",4502
3136520,José Gonçalves de Minas ,MG,"53,32",956
3136553,José Raydan ,MG,"45,94",3003
3136579,Josenópolis ,MG,"49,58",1906
3136603,Nova União ,MG,"50,02",1774
3136652,Juatuba ,MG,"48,85",2107
3136702,Juiz de Fora ,MG,"47,83",2403
3136801,Juramento ,MG,"51,32",1410
3136900,Juruaia ,MG,"50,23",1727
3136959,Juvenília ,MG,"40,05",4621
3137007,Ladainha ,MG,"46,23",2900
3137106,Lagamar ,MG,"49,71",1865
3137205,Lagoa da Prata ,MG,"51,65",1322
3137304,Lagoa dos Patos ,MG,"46,19",2917
3137403,Lagoa Dourada ,MG,"48,33",2256
3137502,Lagoa Formosa ,MG,"51,56",1343
3137536,Lagoa Grande ,MG,"44,81",3331
3137601,Lagoa Santa ,MG,"54,12",793
3137700,Lajinha ,MG,"43,97",3564
3137809,Lambari ,MG,"46,02",2972
3137908,Lamim ,MG,"49,41",1954
3138005,Laranjal ,MG,"50,65",1607
3138104,Lassance ,MG,"46,61",2789
3138203,Lavras ,MG,"55,8",507
3138302,Leandro Ferreira ,MG,"51,67",1317
3138351,Leme do Prado ,MG,"59,38",131
3138401,Leopoldina ,MG,"48,36",2249
3138500,Liberdade ,MG,"41,45",4274
3138609,Lima Duarte ,MG,"46,21",2910
3138625,Limeira do Oeste ,MG,"54,12",791
3138658,Lontra ,MG,"50,28",1715
3138674,Luisburgo ,MG,"46,64",2779
3138682,Luislândia ,MG,"41,09",4363
3138708,Luminárias ,MG,"52,03",1239
3138807,Luz ,MG,"57,47",307
3138906,Machacalis ,MG,"44,5",3419
3139003,Machado ,MG,"48,94",2082
3139102,Madre de Deus de Minas ,MG,"50,2",1732
3139201,Malacacheta ,MG,"47,57",2482
3139250,Mamonas ,MG,"46,37",2866
3139300,Manga ,MG,"45,05",3249
3139409,Manhuaçu ,MG,"43,46",3710
3139508,Manhumirim ,MG,"45,78",3051
3139607,Mantena ,MG,"48,34",2254
3139706,Maravilhas ,MG,"48,54",2198
3139805,Mar de Espanha ,MG,"48,78",2122
3139904,Maria da Fé ,MG,"53,08",1005
3140001,Mariana ,MG,"53,51",916
3140100,Marilac ,MG,"46,67",2768
3140159,Mário Campos ,MG,"49,28",1986
3140209,Maripá de Minas ,MG,"53,05",1009
3140308,Marliéria ,MG,"46,78",2724
3140407,Marmelópolis ,MG,"51,32",1411
3140506,Martinho Campos ,MG,"48,75",2133
3140530,Martins Soares ,MG,"47,51",2508
3140555,Mata Verde ,MG,"48,04",2345
3140605,Materlândia ,MG,"48,26",2285
3140704,Mateus Leme ,MG,"50,85",1545
3140803,Matias Barbosa ,MG,"50,76",1581
3140852,Matias Cardoso ,MG,"49,08",2045
3140902,Matipó ,MG,"48,26",2281
3141009,Mato Verde ,MG,"51,27",1435
3141108,Matozinhos ,MG,"51,42",1379
3141207,Matutina ,MG,"48,51",2212
3141306,Medeiros ,MG,"56,62",399
3141405,Medina ,MG,"44,4",3449
3141504,Mendes Pimentel ,MG,"44,92",3298
3141603,Mercês ,MG,"48,69",2155
3141702,Mesquita ,MG,"48,47",2221
3141801,Minas Novas ,MG,"46,6",2792
3141900,Minduri ,MG,"41,79",4185
3142007,Mirabela ,MG,"44,8",3332
3142106,Miradouro ,MG,"51,28",1425
3142205,Miraí ,MG,"44,41",3445
3142254,Miravânia ,MG,"48,73",2136
3142304,Moeda ,MG,"49,6",1895
3142403,Moema ,MG,"54,2",775
3142502,Monjolos ,MG,"51,27",1434
3142601,Monsenhor Paulo ,MG,"50,94",1518
3142700,Montalvânia ,MG,"47,52",2503
3142809,Monte Alegre de Minas ,MG,"48,88",2100
3142908,Monte Azul ,MG,"52,12",1209
3143005,Monte Belo ,MG,"45,27",3189
3143104,Monte Carmelo ,MG,"48,35",2252
3143153,Monte Formoso ,MG,"47,87",2388
3143203,Monte Santo de Minas ,MG,"50,07",1762
3143302,Montes Claros ,MG,"54,03",811
3143401,Monte Sião ,MG,"55,73",519
3143450,Montezuma ,MG,"53,85",856
3143500,Morada Nova de Minas ,MG,"48,71",2146
3143609,Morro da Garça ,MG,"56,27",437
3143708,Morro do Pilar ,MG,"46,93",2676
3143807,Munhoz ,MG,"43,48",3704
3143906,Muriaé ,MG,"50,81",1560
3144003,Mutum ,MG,"40,27",4583
3144102,Muzambinho ,MG,"48,73",2138
3144201,Nacip Raydan ,MG,"50,03",1770
3144300,Nanuque ,MG,"40,3",4577
3144359,Naque ,MG,"42,73",3920
3144375,Natalândia ,MG,"49,87",1813
3144409,Natércia ,MG,"50,64",1611
3144508,Nazareno ,MG,"53,79",862
3144607,Nepomuceno ,MG,"50,31",1707
3144656,Ninheira ,MG,"45,03",3257
3144672,Nova Belém ,MG,"53,07",1008
3144706,Nova Era ,MG,"46,43",2849
3144805,Nova Lima ,MG,"55,39",580
3144904,Nova Módica ,MG,"48,24",2290
3145000,Nova Ponte ,MG,"56,02",476
3145059,Nova Porteirinha ,MG,"47,66",2456
3145109,Nova Resende ,MG,"47,62",2468
3145208,Nova Serrana ,MG,"54,9",653
3145307,Novo Cruzeiro ,MG,"41,9",4149
3145356,Novo Oriente de Minas ,MG,"42,2",4056
3145372,Novorizonte ,MG,"46,8",2719
3145406,Olaria ,MG,"52,25",1174
3145455,Olhos-d'Água ,MG,"48,64",2170
3145505,Olímpio Noronha ,MG,"51,13",1468
3145604,Oliveira ,MG,"51,54",1348
3145703,Oliveira Fortes ,MG,"48,84",2113
3145802,Onça de Pitangui ,MG,"52,16",1198
3145851,Oratórios ,MG,46,2976
3145877,Orizânia ,MG,"46,75",2740
3145901,Ouro Branco ,MG,"56,59",402
3146008,Ouro Fino ,MG,"51,99",1250
3146107,Ouro Preto ,MG,"47,84",2400
3146206,Ouro Verde de Minas ,MG,"45,7",3070
3146255,Padre Carvalho ,MG,"49,69",1870
3146305,Padre Paraíso ,MG,"45,48",3123
3146404,Paineiras ,MG,"46,96",2668
3146503,Pains ,MG,"55,75",516
3146552,Pai Pedro ,MG,"43,76",3633
3146602,Paiva ,MG,"52,74",1085
3146701,Palma ,MG,"43,07",3827
3146750,Palmópolis ,MG,"42,28",4030
3146909,Papagaios ,MG,"54,39",743
3147006,Paracatu ,MG,"54,83",665
3147105,Pará de Minas ,MG,"57,63",282
3147204,Paraguaçu ,MG,"56,92",363
3147303,Paraisópolis ,MG,"55,23",600
3147402,Paraopeba ,MG,"44,85",3317
3147501,Passabém ,MG,"53,24",976
3147600,Passa Quatro ,MG,"47,13",2612
3147709,Passa Tempo ,MG,"51,52",1352
3147808,Passa Vinte ,MG,"49,65",1881
3147907,Passos ,MG,"51,3",1421
3147956,Patis ,MG,"47,48",2516
3148004,Patos de Minas ,MG,"48,16",2312
3148103,Patrocínio ,MG,"54,28",760
3148202,Patrocínio do Muriaé ,MG,"45,07",3244
3148301,Paula Cândido ,MG,"49,88",1808
3148400,Paulistas ,MG,"46,96",2664
3148509,Pavão ,MG,"42,16",4073
3148608,Peçanha ,MG,"43,29",3756
3148707,Pedra Azul ,MG,"47,47",2520
3148756,Pedra Bonita ,MG,"46,74",2743
3148806,Pedra do Anta ,MG,"43,7",3649
3148905,Pedra do Indaiá ,MG,"53,87",850
3149002,Pedra Dourada ,MG,"58,88",169
3149101,Pedralva ,MG,"58,78",178
3149150,Pedras de Maria da Cruz ,MG,"48,18",2309
3149200,Pedrinópolis ,MG,"55,16",611
3149309,Pedro Leopoldo ,MG,"48,3",2270
3149408,Pedro Teixeira ,MG,"48,19",2307
3149507,Pequeri ,MG,"51,38",1396
3149606,Pequi ,MG,"54,72",679
3149705,Perdigão ,MG,"47,09",2634
3149804,Perdizes ,MG,"53,79",866
3149903,Perdões ,MG,"49,15",2031
3149952,Periquito ,MG,"38,73",4924
3150000,Pescador ,MG,"48,08",2331
3150109,Piau ,MG,"44,67",3378
3150158,Piedade de Caratinga ,MG,"43,04",3843
3150208,Piedade de Ponte Nova ,MG,"47,38",2539
3150307,Piedade do Rio Grande ,MG,"50,87",1539
3150406,Piedade dos Gerais ,MG,"50,12",1749
3150505,Pimenta ,MG,"53,28",965
3150539,Pingo-d'Água ,MG,"50,27",1718
3150570,Pintópolis ,MG,"46,02",2971
3150604,Piracema ,MG,"48,27",2276
3150703,Pirajuba ,MG,"56,59",401
3150802,Piranga ,MG,"45,67",3076
3150901,Piranguçu ,MG,"54,18",782
3151008,Piranguinho ,MG,"53,64",896
3151107,Pirapetinga ,MG,"47,6",2472
3151206,Pirapora ,MG,"49,83",1823
3151305,Piraúba ,MG,"47,64",2462
3151404,Pitangui ,MG,"47,92",2373
3151503,Piumhi ,MG,"55,9",494
3151602,Planura ,MG,"52,55",1120
3151701,Poço Fundo ,MG,"53,58",906
3151800,Poços de Caldas ,MG,"53,61",900
3151909,Pocrane ,MG,"51,91",1268
3152006,Pompéu ,MG,"43,82",3615
3152105,Ponte Nova ,MG,"48,69",2156
3152131,Ponto Chique ,MG,"52,12",1210
3152170,Ponto dos Volantes ,MG,"42,09",4094
3152204,Porteirinha ,MG,"50,97",1505
3152303,Porto Firme ,MG,"44,75",3355
3152402,Poté ,MG,"45,29",3183
3152501,Pouso Alegre ,MG,"58,25",217
3152600,Pouso Alto ,MG,"47,42",2530
3152709,Prados ,MG,"49,24",2002
3152808,Prata ,MG,"47,89",2384
3152907,Pratápolis ,MG,"50,93",1521
3153004,Pratinha ,MG,"48,63",2173
3153103,Presidente Bernardes ,MG,"49,94",1795
3153202,Presidente Juscelino ,MG,"48,77",2125
3153301,Presidente Kubitschek ,MG,"50,98",1503
3153400,Presidente Olegário ,MG,"48,85",2108
3153509,Alto Jequitibá ,MG,"48,57",2189
3153608,Prudente de Morais ,MG,"47,97",2362
3153707,Quartel Geral ,MG,"46,87",2694
3153806,Queluzito ,MG,"60,72",64
3153905,Raposos ,MG,"53,67",887
3154002,Raul Soares ,MG,"46,81",2713
3154101,Recreio ,MG,"48,76",2126
3154150,Reduto ,MG,"41,4",4282
3154200,Resende Costa ,MG,"51,44",1377
3154309,Resplendor ,MG,"47,95",2365
3154408,Ressaquinha ,MG,"47,54",2495
3154457,Riachinho ,MG,"38,47",4966
3154507,Riacho dos Machados ,MG,"49,59",1899
3154606,Ribeirão das Neves ,MG,"43,25",3766
3154705,Ribeirão Vermelho ,MG,"51,75",1303
3154804,Rio Acima ,MG,"58,42",199
3154903,Rio Casca ,MG,"46,32",2881
3155009,Rio Doce ,MG,"54,98",640
3155108,Rio do Prado ,MG,"44,49",3423
3155207,Rio Espera ,MG,"49,17",2022
3155306,Rio Manso ,MG,"51,76",1302
3155405,Rio Novo ,MG,"42,85",3886
3155504,Rio Paranaíba ,MG,"51,84",1284
3155603,Rio Pardo de Minas ,MG,"46,77",2730
3155702,Rio Piracicaba ,MG,"52,76",1078
3155801,Rio Pomba ,MG,"46,99",2658
3155900,Rio Preto ,MG,"47,88",2386
3156007,Rio Vermelho ,MG,"40,7",4469
3156106,Ritápolis ,MG,"47,09",2631
3156205,Rochedo de Minas ,MG,"49,23",2007
3156304,Rodeiro ,MG,"51,57",1339
3156403,Romaria ,MG,"46,54",2809
3156452,Rosário da Limeira ,MG,"50,68",1601
3156502,Rubelita ,MG,"49,43",1951
3156601,Rubim ,MG,"46,25",2897
3156700,Sabará ,MG,"46,06",2957
3156809,Sabinópolis ,MG,"43,37",3734
3156908,Sacramento ,MG,"56,69",391
3157005,Salinas ,MG,"53,76",870
3157104,Salto da Divisa ,MG,"41,07",4372
3157203,Santa Bárbara ,MG,"47,66",2458
3157252,Santa Bárbara do Leste ,MG,"43,43",3717
3157278,Santa Bárbara do Monte Verde ,MG,"46,31",2884
3157302,Santa Bárbara do Tugúrio ,MG,"48,41",2238
3157336,Santa Cruz de Minas ,MG,"47,71",2440
3157377,Santa Cruz de Salinas ,MG,"52,06",1227
3157401,Santa Cruz do Escalvado ,MG,"45,2",3202
3157500,Santa Efigênia de Minas ,MG,"47,85",2395
3157609,Santa Fé de Minas ,MG,"42,85",3887
3157658,Santa Helena de Minas ,MG,"39,87",4657
3157708,Santa Juliana ,MG,"48,69",2157
3157807,Santa Luzia ,MG,"47,12",2619
3157906,Santa Margarida ,MG,"54,53",715
3158003,Santa Maria de Itabira ,MG,"46,91",2680
3158102,Santa Maria do Salto ,MG,"41,51",4262
3158201,Santa Maria do Suaçuí ,MG,"42,39",3996
3158300,Santana da Vargem ,MG,"55,76",513
3158409,Santana de Cataguases ,MG,"46,85",2699
3158508,Santana de Pirapama ,MG,"50,16",1742
3158607,Santana do Deserto ,MG,"44,47",3427
3158706,Santana do Garambéu ,MG,"50,64",1608
3158805,Santana do Jacaré ,MG,"50,36",1685
3158904,Santana do Manhuaçu ,MG,"43,8",3622
3158953,Santana do Paraíso ,MG,"45,79",3042
3159001,Santana do Riacho ,MG,"53,16",990
3159100,Santana dos Montes ,MG,"50,33",1700
3159209,Santa Rita de Caldas ,MG,"48,53",2202
3159308,Santa Rita de Jacutinga ,MG,"50,47",1660
3159357,Santa Rita de Minas ,MG,"43,19",3783
3159407,Santa Rita de Ibitipoca ,MG,"48,51",2211
3159506,Santa Rita do Itueto ,MG,"47,67",2454
3159605,Santa Rita do Sapucaí ,MG,"56,47",414
3159704,Santa Rosa da Serra ,MG,"45,32",3167
3159803,Santa Vitória ,MG,"45,88",3019
3159902,Santo Antônio do Amparo ,MG,"49,97",1788
3160009,Santo Antônio do Aventureiro ,MG,"48,44",2231
3160108,Santo Antônio do Grama ,MG,"46,91",2681
3160207,Santo Antônio do Itambé ,MG,"46,78",2726
3160306,Santo Antônio do Jacinto ,MG,"43,91",3587
3160405,Santo Antônio do Monte ,MG,"57,7",275
3160454,Santo Antônio do Retiro ,MG,"55,59",549
3160504,Santo Antônio do Rio Abaixo ,MG,"49,77",1843
3160603,Santo Hipólito ,MG,"46,58",2801
3160702,Santos Dumont ,MG,"47,34",2553
3160801,São Bento Abade ,MG,"53,44",932
3160900,São Brás do Suaçuí ,MG,"52,11",1214
3160959,São Domingos das Dores ,MG,"57,5",302
3161007,São Domingos do Prata ,MG,"50,69",1598
3161056,São Félix de Minas ,MG,"51,28",1426
3161106,São Francisco ,MG,"47,32",2559
3161205,São Francisco de Paula ,MG,"51,05",1481
3161304,São Francisco de Sales ,MG,"49,44",1950
3161403,São Francisco do Glória ,MG,"49,4",1958
3161502,São Geraldo ,MG,"46,14",2935
3161601,São Geraldo da Piedade ,MG,"51,13",1467
3161650,São Geraldo do Baixio ,MG,"55,82",504
3161700,São Gonçalo do Abaeté ,MG,"51,5",1354
3161809,São Gonçalo do Pará ,MG,"52,21",1187
3161908,São Gonçalo do Rio Abaixo ,MG,"55,36",583
3162005,São Gonçalo do Sapucaí ,MG,"45,93",3006
3162104,São Gotardo ,MG,"46,23",2902
3162203,São João Batista do Glória ,MG,"48,73",2141
3162252,São João da Lagoa ,MG,"47,65",2460
3162302,São João da Mata ,MG,"59,24",141
3162401,São João da Ponte ,MG,"44,86",3314
3162450,São João das Missões ,MG,"39,78",4681
3162500,São João del Rei ,MG,"50,82",1556
3162559,São João do Manhuaçu ,MG,"44,44",3436
3162575,São João do Manteninha ,MG,"46,51",2824
3162609,São João do Oriente ,MG,"45,66",3080
3162658,São João do Pacuí ,MG,"47,8",2411
3162708,São João do Paraíso ,MG,"46,64",2782
3162807,São João Evangelista ,MG,"50,02",1773
3162906,São João Nepomuceno ,MG,"45,19",3206
3162922,São Joaquim de Bicas ,MG,"43,94",3577
3162948,São José da Barra ,MG,"51,53",1350
3162955,São José da Lapa ,MG,"49,14",2034
3163003,São José da Safira ,MG,"48,66",2165
3163102,São José da Varginha ,MG,"54,33",756
3163201,São José do Alegre ,MG,"51,34",1403
3163300,São José do Divino ,MG,"45,39",3153
3163409,São José do Goiabal ,MG,"52,71",1092
3163508,São José do Jacuri ,MG,"44,68",3374
3163607,São José do Mantimento ,MG,"50,78",1575
3163706,São Lourenço ,MG,"48,27",2278
3163805,São Miguel do Anta ,MG,"46,02",2974
3163904,São Pedro da União ,MG,"52,88",1051
3164001,São Pedro dos Ferros ,MG,"46,38",2863
3164100,São Pedro do Suaçuí ,MG,"43,76",3635
3164209,São Romão ,MG,"40,45",4540
3164308,São Roque de Minas ,MG,"53,95",823
3164407,São Sebastião da Bela Vista ,MG,"47,35",2550
3164431,São Sebastião da Vargem Alegre ,MG,"47,51",2509
3164472,São Sebastião do Anta ,MG,"43,38",3732
3164506,São Sebastião do Maranhão ,MG,"45,78",3049
3164605,São Sebastião do Oeste ,MG,"50,68",1600
3164704,São Sebastião do Paraíso ,MG,"49,95",1794
3164803,São Sebastião do Rio Preto ,MG,"51,27",1433
3164902,São Sebastião do Rio Verde ,MG,"50,79",1570
3165008,São Tiago ,MG,"57,72",272
3165107,São Tomás de Aquino ,MG,53,1020
3165206,São Tomé das Letras ,MG,"45,62",3090
3165305,São Vicente de Minas ,MG,"53,96",821
3165404,Sapucaí-Mirim ,MG,"53,72",881
3165503,Sardoá ,MG,"42,83",3895
3165537,Sarzedo ,MG,"49,04",2051
3165552,Setubinha ,MG,"38,46",4969
3165560,Sem-Peixe ,MG,"53,17",987
3165578,Senador Amaral ,MG,"46,74",2745
3165602,Senador Cortes ,MG,"50,65",1603
3165701,Senador Firmino ,MG,"47,41",2533
3165800,Senador José Bento ,MG,"53,76",871
3165909,Senador Modestino Gonçalves ,MG,"51,94",1261
3166006,Senhora de Oliveira ,MG,"56,19",447
3166105,Senhora do Porto ,MG,"45,27",3188
3166204,Senhora dos Remédios ,MG,"50,8",1564
3166303,Sericita ,MG,"43,4",3726
3166402,Seritinga ,MG,"51,19",1454
3166501,Serra Azul de Minas ,MG,"45,84",3031
3166600,Serra da Saudade ,MG,"55,3",593
3166709,Serra dos Aimorés ,MG,"43,73",3641
3166808,Serra do Salitre ,MG,"44,4",3448
3166907,Serrania ,MG,"58,37",206
3166956,Serranópolis de Minas ,MG,"52,6",1107
3167004,Serranos ,MG,"49,7",1869
3167103,Serro ,MG,"50,35",1690
3167202,Sete Lagoas ,MG,"49,2",2016
3167301,Silveirânia ,MG,"51,63",1327
3167400,Silvianópolis ,MG,"52,23",1180
3167509,Simão Pereira ,MG,"49,66",1876
3167608,Simonésia ,MG,"46,11",2942
3167707,Sobrália ,MG,"46,92",2678
3167806,Soledade de Minas ,MG,"52,14",1204
3167905,Tabuleiro ,MG,"43,58",3680
3168002,Taiobeiras ,MG,"51,67",1316
3168051,Taparuba ,MG,"48,76",2130
3168101,Tapira ,MG,"51,82",1287
3168200,Tapiraí ,MG,"49,35",1974
3168309,Taquaraçu de Minas ,MG,"50,17",1741
3168408,Tarumirim ,MG,"42,71",3925
3168507,Teixeiras ,MG,"44,73",3361
3168606,Teófilo Otoni ,MG,"50,27",1719
3168705,Timóteo ,MG,"46,14",2931
3168804,Tiradentes ,MG,"52,79",1071
3168903,Tiros ,MG,"45,85",3025
3169000,Tocantins ,MG,"45,46",3130
3169059,Tocos do Moji ,MG,"53,92",831
3169109,Toledo ,MG,"49,56",1913
3169208,Tombos ,MG,"49,26",1993
3169307,Três Corações ,MG,"48,07",2336
3169356,Três Marias ,MG,"52,87",1052
3169406,Três Pontas ,MG,"52,11",1212
3169505,Tumiritinga ,MG,"44,9",3305
3169604,Tupaciguara ,MG,"43,87",3599
3169703,Turmalina ,MG,"55,55",554
3169802,Turvolândia ,MG,"51,03",1487
3169901,Ubá ,MG,"47,02",2647
3170008,Ubaí ,MG,"42,91",3871
3170057,Ubaporanga ,MG,"44,24",3490
3170107,Uberaba ,MG,"53,65",891
3170206,Uberlândia ,MG,"57,81",260
3170305,Umburatiba ,MG,"49,01",2060
3170404,Unaí ,MG,"50,47",1659
3170438,União de Minas ,MG,51,1495
3170479,Uruana de Minas ,MG,"45,33",3165
3170503,Urucânia ,MG,"47,26",2576
3170529,Urucuia ,MG,"47,51",2511
3170578,Vargem Alegre ,MG,44,3555
3170602,Vargem Bonita ,MG,"57,39",319
3170651,Vargem Grande do Rio Pardo ,MG,"51,44",1376
3170701,Varginha ,MG,"63,81",10
3170750,Varjão de Minas ,MG,"54,17",784
3170800,Várzea da Palma ,MG,"47,8",2410
3170909,Varzelândia ,MG,"44,07",3542
3171006,Vazante ,MG,"58,29",210
3171030,Verdelândia ,MG,"42,77",3910
3171071,Veredinha ,MG,"57,04",344
3171105,Veríssimo ,MG,"45,98",2986
3171154,Vermelho Novo ,MG,"50,86",1542
3171204,Vespasiano ,MG,47,2649
3171303,Viçosa ,MG,"47,97",2360
3171402,Vieiras ,MG,"49,58",1903
3171501,Mathias Lobato ,MG,"44,28",3484
3171600,Virgem da Lapa ,MG,"48,63",2174
3171709,Virgínia ,MG,"46,75",2739
3171808,Virginópolis ,MG,"45,02",3260
3171907,Virgolândia ,MG,"53,79",867
3172004,Visconde do Rio Branco ,MG,"42,34",4012
3172103,Volta Grande ,MG,"47,12",2617
3172202,Wenceslau Braz ,MG,"48,8",2119
3200102,Afonso Cláudio ,ES,"46,58",2799
3200136,Águia Branca ,ES,"46,16",2924
3200169,Água Doce do Norte ,ES,"45,99",2984
3200201,Alegre ,ES,"45,17",3215
3200300,Alfredo Chaves ,ES,"52,71",1093
3200359,Alto Rio Novo ,ES,"47,36",2544
3200409,Anchieta ,ES,"47,74",2431
3200508,Apiacá ,ES,"39,85",4661
3200607,Aracruz ,ES,"47,52",2502
3200706,Atílio Vivácqua ,ES,"44,94",3290
3200805,Baixo Guandu ,ES,"46,03",2968
3200904,Barra de São Francisco ,ES,"43,52",3694
3201001,Boa Esperança ,ES,"49,54",1923
3201100,Bom Jesus do Norte ,ES,"50,71",1595
3201159,Brejetuba ,ES,"52,19",1191
3201209,Cachoeiro de Itapemirim ,ES,"51,02",1490
3201308,Cariacica ,ES,"44,41",3443
3201407,Castelo ,ES,"51,78",1295
3201506,Colatina ,ES,"44,62",3388
3201605,Conceição da Barra ,ES,"40,37",4565
3201704,Conceição do Castelo ,ES,47,2652
3201803,Divino de São Lourenço ,ES,"55,41",577
3201902,Domingos Martins ,ES,"52,74",1083
3202009,Dores do Rio Preto ,ES,"51,19",1455
3202108,Ecoporanga ,ES,"41,11",4358
3202207,Fundão ,ES,"47,02",2646
3202256,Governador Lindenberg ,ES,"56,23",442
3202306,Guaçuí ,ES,"45,84",3030
3202405,Guarapari ,ES,45,3271
3202454,Ibatiba ,ES,"43,75",3636
3202504,Ibiraçu ,ES,"46,81",2717
3202553,Ibitirama ,ES,"44,74",3358
3202603,Iconha ,ES,"51,2",1450
3202652,Irupi ,ES,"46,24",2899
3202702,Itaguaçu ,ES,"47,57",2484
3202801,Itapemirim ,ES,"46,05",2962
3202900,Itarana ,ES,"53,39",938
3203007,Iúna ,ES,"42,8",3907
3203056,Jaguaré ,ES,"49,15",2030
3203106,Jerônimo Monteiro ,ES,54,817
3203130,João Neiva ,ES,"49,72",1863
3203163,Laranja da Terra ,ES,"58,94",162
3203205,Linhares ,ES,"46,57",2805
3203304,Mantenópolis ,ES,"49,01",2058
3203320,Marataízes ,ES,"53,33",953
3203346,Marechal Floriano ,ES,"46,13",2937
3203353,Marilândia ,ES,"53,89",842
3203403,Mimoso do Sul ,ES,"44,57",3401
3203502,Montanha ,ES,"46,72",2747
3203601,Mucurici ,ES,"56,72",386
3203700,Muniz Freire ,ES,"52,36",1154
3203809,Muqui ,ES,"44,24",3491
3203908,Nova Venécia ,ES,"45,79",3046
3204005,Pancas ,ES,"46,2",2911
3204054,Pedro Canário ,ES,"44,93",3296
3204104,Pinheiros ,ES,"44,86",3312
3204203,Piúma ,ES,"46,89",2686
3204252,Ponto Belo ,ES,"55,43",573
3204302,Presidente Kennedy ,ES,"49,36",1969
3204351,Rio Bananal ,ES,"50,63",1613
3204401,Rio Novo do Sul ,ES,"45,57",3102
3204500,Santa Leopoldina ,ES,"52,44",1144
3204559,Santa Maria de Jetibá ,ES,"52,84",1061
3204609,Santa Teresa ,ES,"55,81",505
3204658,São Domingos do Norte ,ES,"41,92",4138
3204708,São Gabriel da Palha ,ES,"48,94",2081
3204807,São José do Calçado ,ES,"46,69",2761
3204906,São Mateus ,ES,"42,5",3971
3204955,São Roque do Canaã ,ES,"49,39",1961
3205002,Serra ,ES,"45,53",3113
3205010,Sooretama ,ES,"48,09",2330
3205036,Vargem Alta ,ES,"47,28",2570
3205069,Venda Nova do Imigrante ,ES,"56,03",475
3205101,Viana ,ES,"45,75",3054
3205150,Vila Pavão ,ES,"49,52",1928
3205176,Vila Valério ,ES,"45,55",3109
3205200,Vila Velha ,ES,"48,19",2306
3205309,Vitória ,ES,"53,05",1011
3300100,Angra dos Reis ,RJ,"45,15",3222
3300159,Aperibé ,RJ,"47,91",2375
3300209,Araruama ,RJ,"46,89",2690
3300225,Areal ,RJ,"51,36",1398
3300233,Armação dos Búzios ,RJ,"52,51",1129
3300258,Arraial do Cabo ,RJ,"50,04",1767
3300308,Barra do Piraí ,RJ,"45,93",3004
3300407,Barra Mansa ,RJ,"45,31",3177
3300456,Belford Roxo ,RJ,"41,48",4267
3300506,Bom Jardim ,RJ,"45,69",3073
3300605,Bom Jesus do Itabapoana ,RJ,"52,72",1090
3300704,Cabo Frio ,RJ,"47,68",2449
3300803,Cachoeiras de Macacu ,RJ,"40,95",4405
3300902,Cambuci ,RJ,"44,6",3394
3300936,Carapebus ,RJ,"46,67",2771
3300951,Comendador Levy Gasparian ,RJ,"47,69",2447
3301009,Campos dos Goytacazes ,RJ,"49,84",1820
3301108,Cantagalo ,RJ,"51,42",1382
3301157,Cardoso Moreira ,RJ,"48,06",2341
3301207,Carmo ,RJ,"49,77",1846
3301306,Casimiro de Abreu ,RJ,"46,56",2806
3301405,Conceição de Macabu ,RJ,"44,2",3502
3301504,Cordeiro ,RJ,"45,46",3128
3301603,Duas Barras ,RJ,"44,52",3411
3301702,Duque de Caxias ,RJ,"44,55",3403
3301801,Engenheiro Paulo de Frontin ,RJ,"49,31",1980
3301850,Guapimirim ,RJ,"42,57",3956
3301876,Iguaba Grande ,RJ,"54,27",765
3301900,Itaboraí ,RJ,"41,91",4145
3302007,Itaguaí ,RJ,"44,64",3383
3302056,Italva ,RJ,"44,13",3523
3302106,Itaocara ,RJ,"48,59",2184
3302205,Itaperuna ,RJ,"46,55",2808
3302254,Itatiaia ,RJ,"44,48",3425
3302270,Japeri ,RJ,"40,89",4423
3302304,Laje do Muriaé ,RJ,"42,12",4084
3302403,Macaé ,RJ,"45,16",3218
3302452,Macuco ,RJ,"48,27",2277
3302502,Magé ,RJ,"40,58",4499
3302601,Mangaratiba ,RJ,"45,08",3242
3302700,Maricá ,RJ,"50,6",1628
3302809,Mendes ,RJ,"45,46",3127
3302858,Mesquita ,RJ,"45,4",3149
3302908,Miguel Pereira ,RJ,"53,66",888
3303005,Miracema ,RJ,"46,25",2898
3303104,Natividade ,RJ,"55,09",621
3303203,Nilópolis ,RJ,"43,43",3720
3303302,Niterói ,RJ,"58,4",202
3303401,Nova Friburgo ,RJ,"52,49",1134
3303500,Nova Iguaçu ,RJ,"46,47",2837
3303609,Paracambi ,RJ,"46,97",2663
3303708,Paraíba do Sul ,RJ,"45,32",3169
3303807,Paraty ,RJ,"49,07",2047
3303856,Paty do Alferes ,RJ,"48,17",2311
3303906,Petrópolis ,RJ,"53,62",898
3303955,Pinheiral ,RJ,"45,65",3084
3304003,Piraí ,RJ,"51,11",1472
3304102,Porciúncula ,RJ,"47,13",2615
3304110,Porto Real ,RJ,"53,85",854
3304128,Quatis ,RJ,"51,2",1449
3304144,Queimados ,RJ,"40,28",4581
