COD_MUN,MUNICIPIO,SIGLA_UF,IDSC-BR_2024,Classificação_2024
2502508,Boqueirão ,PB,"43,12",3807
2502607,Igaracy ,PB,"40,13",4606
2502706,Borborema ,PB,"43,96",3567
2502805,Brejo do Cruz ,PB,"40,55",4509
2502904,Brejo dos Santos ,PB,"42,8",3905
2503001,Caaporã ,PB,"36,5",5262
2503100,Cabaceiras ,PB,"45,49",3121
2503209,Cabedelo ,PB,"45,43",3138
2503308,Cachoeira dos Índios ,PB,"40,3",4575
2503407,Cacimba de Areia ,PB,"39,71",4700
2503506,Cacimba de Dentro ,PB,"37,95",5060
2503555,Cacimbas ,PB,"41,55",4252
2503605,Caiçara ,PB,"40,52",4518
2503704,Cajazeiras ,PB,"49,23",2005
2503753,Cajazeirinhas ,PB,"42,29",4026
2503803,Caldas Brandão ,PB,"41,25",4328
2503902,Camalaú ,PB,"40,84",4432
2504009,Campina Grande ,PB,"51,09",1479
2504033,Capim ,PB,"37,75",5105
2504074,Caraúbas ,PB,"49,4",1956
2504108,Carrapateira ,PB,"48,94",2084
2504157,Casserengue ,PB,"43,07",3828
2504207,Catingueira ,PB,"43,85",3604
2504306,Catolé do Rocha ,PB,"45,58",3098
2504355,Caturité ,PB,"46,46",2843
2504405,Conceição ,PB,"38,01",5051
2504504,Condado ,PB,"44,96",3284
2504603,Conde ,PB,"39,37",4785
2504702,Congo ,PB,"41,1",4359
2504801,Coremas ,PB,"34,67",5414
2504850,Coxixola ,PB,"45,72",3064
2504900,Cruz do Espírito Santo ,PB,"39,15",4840
2505006,Cubati ,PB,"43,14",3797
2505105,Cuité ,PB,"41,31",4318
2505204,Cuitegi ,PB,"41,86",4157
2505238,Cuité de Mamanguape ,PB,"38,32",4999
2505279,Curral de Cima ,PB,"42,93",3865
2505303,Curral Velho ,PB,"42,74",3916
2505352,Damião ,PB,"45,31",3172
2505402,Desterro ,PB,"41,08",4365
2505501,Vista Serrana ,PB,"48,76",2128
2505600,Diamante ,PB,"38,28",5008
2505709,Dona Inês ,PB,"40,6",4494
2505808,Duas Estradas ,PB,"46,11",2944
2505907,Emas ,PB,"49,24",2004
2506004,Esperança ,PB,"43,65",3661
2506103,Fagundes ,PB,"37,14",5188
2506202,Frei Martinho ,PB,"53,94",827
2506251,Gado Bravo ,PB,"39,52",4758
2506301,Guarabira ,PB,"48,98",2068
2506400,Gurinhém ,PB,"37,06",5197
2506509,Gurjão ,PB,"49,6",1896
2506608,Ibiara ,PB,"40,81",4439
2506707,Imaculada ,PB,"40,33",4570
2506806,Ingá ,PB,"42,23",4049
2506905,Itabaiana ,PB,"42,68",3931
2507002,Itaporanga ,PB,"45,01",3269
2507101,Itapororoca ,PB,"42,92",3866
2507200,Itatuba ,PB,"38,96",4874
2507309,Jacaraú ,PB,"40,09",4612
2507408,Jericó ,PB,"39,51",4760
2507507,João Pessoa ,PB,"51,47",1366
2507606,Juarez Távora ,PB,"43,04",3840
2507705,Juazeirinho ,PB,"42,19",4060
2507804,Junco do Seridó ,PB,"46,18",2919
2507903,Juripiranga ,PB,"40,66",4483
2508000,Juru ,PB,"39,69",4709
2508109,Lagoa ,PB,"45,04",3253
2508208,Lagoa de Dentro ,PB,"40,02",4631
2508307,Lagoa Seca ,PB,"46,85",2700
2508406,Lastro ,PB,"43,57",3683
2508505,Livramento ,PB,"40,66",4480
2508554,Logradouro ,PB,"40,9",4421
2508604,Lucena ,PB,"38,43",4973
2508703,Mãe d'Água ,PB,"42,25",4040
2508802,Malta ,PB,"41,84",4170
2508901,Mamanguape ,PB,"40,93",4408
2509008,Manaíra ,PB,"38,75",4915
2509057,Marcação ,PB,"38,29",5007
2509107,Mari ,PB,"41,25",4329
2509156,Marizópolis ,PB,"44,61",3392
2509206,Massaranduba ,PB,"42,83",3898
2509305,Mataraca ,PB,"39,44",4770
2509339,Matinhas ,PB,"51,03",1486
2509370,Mato Grosso ,PB,"45,73",3062
2509396,Maturéia ,PB,"50,56",1636
2509404,Mogeiro ,PB,"39,79",4678
2509503,Montadas ,PB,"45,22",3198
2509602,Monte Horebe ,PB,"46,99",2657
2509701,Monteiro ,PB,"47,48",2517
2509800,Mulungu ,PB,"35,18",5380
2509909,Natuba ,PB,"42,06",4105
2510006,Nazarezinho ,PB,"41,85",4164
2510105,Nova Floresta ,PB,"39,03",4868
2510204,Nova Olinda ,PB,"45,36",3159
2510303,Nova Palmeira ,PB,"46,69",2760
2510402,Olho d'Água ,PB,"41,21",4337
2510501,Olivedos ,PB,"39,34",4790
2510600,Ouro Velho ,PB,"42,53",3961
2510659,Parari ,PB,"46,93",2675
2510709,Passagem ,PB,"45,23",3196
2510808,Patos ,PB,"46,46",2844
2510907,Paulista ,PB,"41,69",4211
2511004,Pedra Branca ,PB,"40,42",4549
2511103,Pedra Lavrada ,PB,"44,6",3393
2511202,Pedras de Fogo ,PB,"39,69",4711
2511301,Piancó ,PB,"40,31",4574
2511400,Picuí ,PB,"43,35",3747
2511509,Pilar ,PB,"38,89",4885
2511608,Pilões ,PB,"40,61",4493
2511707,Pilõezinhos ,PB,"43,86",3600
2511806,Pirpirituba ,PB,"42,06",4102
2511905,Pitimbu ,PB,"38,26",5011
2512002,Pocinhos ,PB,"40,09",4613
2512036,Poço Dantas ,PB,"47,21",2591
2512077,Poço de José de Moura ,PB,"46,45",2845
2512101,Pombal ,PB,"42,74",3915
2512200,Prata ,PB,"42,06",4104
2512309,Princesa Isabel ,PB,"41,12",4354
2512408,Puxinanã ,PB,"40,56",4504
2512507,Queimadas ,PB,"46,6",2794
2512606,Quixaba ,PB,"41,56",4249
2512705,Remígio ,PB,"40,5",4525
2512721,Pedro Régis ,PB,"40,3",4576
2512747,Riachão ,PB,"49,54",1919
2512754,Riachão do Bacamarte ,PB,"44,26",3486
2512762,Riachão do Poço ,PB,"46,16",2927
2512788,Riacho de Santo Antônio ,PB,"43,13",3800
2512804,Riacho dos Cavalos ,PB,"39,03",4867
2512903,Rio Tinto ,PB,"38,36",4986
2513000,Salgadinho ,PB,"44,8",3335
2513109,Salgado de São Félix ,PB,"38,85",4893
2513158,Santa Cecília ,PB,"39,49",4762
2513208,Santa Cruz ,PB,"47,54",2498
2513307,Santa Helena ,PB,"45,19",3210
2513356,Santa Inês ,PB,"45,99",2981
2513406,Santa Luzia ,PB,"46,15",2930
2513505,Santana de Mangueira ,PB,"43,03",3844
2513604,Santana dos Garrotes ,PB,"38,5",4959
2513653,Joca Claudino ,PB,"46,77",2733
2513703,Santa Rita ,PB,"39,02",4869
2513802,Santa Teresinha ,PB,"38,39",4980
2513851,Santo André ,PB,"43,6",3673
2513901,São Bento ,PB,"45,71",3067
2513927,São Bentinho ,PB,"45,56",3104
2513943,São Domingos do Cariri ,PB,"46,33",2876
2513968,São Domingos ,PB,"43,52",3695
2513984,São Francisco ,PB,"41,95",4130
2514008,São João do Cariri ,PB,"45,13",3229
2514107,São João do Tigre ,PB,"42,42",3986
2514206,São José da Lagoa Tapada ,PB,"37,78",5098
2514305,São José de Caiana ,PB,"42,29",4024
2514404,São José de Espinharas ,PB,"42,54",3960
2514453,São José dos Ramos ,PB,"42,84",3894
2514503,São José de Piranhas ,PB,"42,48",3975
2514552,São José de Princesa ,PB,"44,8",3337
2514602,São José do Bonfim ,PB,46,2977
2514651,São José do Brejo do Cruz ,PB,"45,82",3035
2514701,São José do Sabugi ,PB,"44,43",3438
2514800,São José dos Cordeiros ,PB,"44,76",3348
2514909,São Mamede ,PB,"42,81",3902
2515005,São Miguel de Taipu ,PB,"39,44",4771
2515104,São Sebastião de Lagoa de Roça ,PB,"40,18",4597
2515203,São Sebastião do Umbuzeiro ,PB,"47,72",2439
2515302,Sapé ,PB,"42,14",4078
2515401,São Vicente do Seridó ,PB,"40,68",4473
2515500,Serra Branca ,PB,"40,58",4498
2515609,Serra da Raiz ,PB,"45,18",3213
2515708,Serra Grande ,PB,"47,11",2623
2515807,Serra Redonda ,PB,"38,43",4972
2515906,Serraria ,PB,"41,48",4268
2515930,Sertãozinho ,PB,"41,13",4352
2515971,Sobrado ,PB,"37,77",5101
2516003,Solânea ,PB,"43,27",3764
2516102,Soledade ,PB,"40,86",4430
2516151,Sossêgo ,PB,"45,95",3001
2516201,Sousa ,PB,"38,95",4875
2516300,Sumé ,PB,"43,05",3836
2516409,Tacima ,PB,"41,37",4294
2516508,Taperoá ,PB,"40,63",4490
2516607,Tavares ,PB,"40,41",4553
2516706,Teixeira ,PB,"41,04",4384
2516755,Tenório ,PB,"46,52",2820
2516805,Triunfo ,PB,"45,74",3059
2516904,Uiraúna ,PB,"38,18",5027
2517001,Umbuzeiro ,PB,"41,94",4132
2517100,Várzea ,PB,"47,92",2374
2517209,Vieirópolis ,PB,"45,13",3226
2517407,Zabelê ,PB,"47,26",2577
2600054,Abreu e Lima ,PE,"40,75",4453
2600104,Afogados da Ingazeira ,PE,"43,81",3620
2600203,Afrânio ,PE,"41,67",4216
2600302,Agrestina ,PE,"43,15",3796
2600401,Água Preta ,PE,"34,84",5402
2600500,Águas Belas ,PE,"38,48",4962
2600609,Alagoinha ,PE,"42,88",3876
2600708,Aliança ,PE,"38,14",5031
2600807,Altinho ,PE,"38,77",4912
2600906,Amaraji ,PE,"39,82",4673
2601003,Angelim ,PE,"39,76",4688
2601052,Araçoiaba ,PE,"35,99",5306
2601102,Araripina ,PE,"44,12",3526
2601201,Arcoverde ,PE,"42,32",4019
2601300,Barra de Guabiraba ,PE,"43,45",3714
2601409,Barreiros ,PE,"42,62",3943
2601508,Belém de Maria ,PE,"39,82",4674
2601607,Belém do São Francisco ,PE,"41,13",4347
2601706,Belo Jardim ,PE,"43,64",3662
2601805,Betânia ,PE,"41,26",4326
2601904,Bezerros ,PE,"38,75",4917
2602001,Bodocó ,PE,"40,84",4433
2602100,Bom Conselho ,PE,"39,67",4716
2602209,Bom Jardim ,PE,"40,45",4541
2602308,Bonito ,PE,"43,58",3678
2602407,Brejão ,PE,"39,11",4850
2602506,Brejinho ,PE,"44,37",3458
2602605,Brejo da Madre de Deus ,PE,"42,94",3863
2602704,Buenos Aires ,PE,"40,73",4458
2602803,Buíque ,PE,"39,41",4775
2602902,Cabo de Santo Agostinho ,PE,"41,86",4161
2603009,Cabrobó ,PE,"41,85",4166
2603108,Cachoeirinha ,PE,"44,14",3515
2603207,Caetés ,PE,"42,52",3965
2603306,Calçado ,PE,"40,46",4536
2603405,Calumbi ,PE,"44,31",3475
2603454,Camaragibe ,PE,"40,08",4617
2603504,Camocim de São Félix ,PE,"44,49",3420
2603603,Camutanga ,PE,"42,41",3990
2603702,Canhotinho ,PE,"38,04",5047
2603801,Capoeiras ,PE,"41,91",4141
2603900,Carnaíba ,PE,"45,26",3191
2603926,Carnaubeira da Penha ,PE,"38,89",4884
2604007,Carpina ,PE,"42,71",3927
2604106,Caruaru ,PE,"47,84",2398
2604155,Casinhas ,PE,"40,09",4614
2604205,Catende ,PE,"36,02",5304
2604304,Cedro ,PE,"45,55",3106
2604403,Chã de Alegria ,PE,"38,83",4897
2604502,Chã Grande ,PE,"44,51",3417
2604601,Condado ,PE,"37,39",5156
2604700,Correntes ,PE,"39,52",4755
2604809,Cortês ,PE,"40,56",4505
2604908,Cumaru ,PE,"41,37",4292
2605004,Cupira ,PE,"44,89",3309
2605103,Custódia ,PE,"39,68",4713
2605152,Dormentes ,PE,"48,01",2353
2605202,Escada ,PE,"34,8",5407
2605301,Exu ,PE,"39,39",4781
2605400,Feira Nova ,PE,"41,74",4193
2605459,Fernando de Noronha ,PE,"62,52",27
2605509,Ferreiros ,PE,"38,4",4979
2605608,Flores ,PE,"40,46",4538
2605707,Floresta ,PE,"41,67",4219
2605806,Frei Miguelinho ,PE,"41,47",4270
2605905,Gameleira ,PE,"37,31",5163
2606002,Garanhuns ,PE,"44,52",3413
2606101,Glória do Goitá ,PE,"40,8",4443
2606200,Goiana ,PE,"45,16",3220
2606309,Granito ,PE,"44,73",3362
2606408,Gravatá ,PE,"43,19",3782
2606507,Iati ,PE,"40,18",4596
2606606,Ibimirim ,PE,"41,9",4148
2606705,Ibirajuba ,PE,"40,76",4451
2606804,Igarassu ,PE,"41,4",4280
2606903,Iguaracy ,PE,"41,93",4136
2607000,Inajá ,PE,"35,89",5311
2607109,Ingazeira ,PE,46,2979
2607208,Ipojuca ,PE,"42,26",4033
2607307,Ipubi ,PE,"46,88",2692
2607406,Itacuruba ,PE,"45,74",3055
2607505,Itaíba ,PE,"42,34",4013
2607604,Ilha de Itamaracá ,PE,"36,13",5298
2607653,Itambé ,PE,"39,25",4811
2607703,Itapetim ,PE,"43,1",3814
2607752,Itapissuma ,PE,"45,1",3234
2607802,Itaquitinga ,PE,"36,19",5290
2607901,Jaboatão dos Guararapes ,PE,"42,79",3909
2607950,Jaqueira ,PE,"39,29",4799
2608008,Jataúba ,PE,"39,66",4719
2608057,Jatobá ,PE,"41,34",4298
2608107,João Alfredo ,PE,"42,54",3959
2608206,Joaquim Nabuco ,PE,"38,48",4961
2608255,Jucati ,PE,"39,62",4728
2608305,Jupi ,PE,"41,57",4242
2608404,Jurema ,PE,"39,58",4738
2608453,Lagoa do Carro ,PE,"39,9",4651
2608503,Lagoa de Itaenga ,PE,"41,67",4215
2608602,Lagoa do Ouro ,PE,"40,96",4402
2608701,Lagoa dos Gatos ,PE,"39,59",4735
2608750,Lagoa Grande ,PE,"43,37",3735
2608800,Lajedo ,PE,"42,62",3945
2608909,Limoeiro ,PE,"44,7",3372
2609006,Macaparana ,PE,"44,02",3551
2609105,Machados ,PE,"41,51",4261
2609154,Manari ,PE,"41,34",4300
2609204,Maraial ,PE,"35,65",5327
2609303,Mirandiba ,PE,"41,43",4278
2609402,Moreno ,PE,"40,59",4495
2609501,Nazaré da Mata ,PE,"44,15",3514
2609600,Olinda ,PE,"44,13",3520
2609709,Orobó ,PE,"44,49",3421
2609808,Orocó ,PE,"38,74",4920
2609907,Ouricuri ,PE,"41,24",4332
2610004,Palmares ,PE,"39,25",4810
2610103,Palmeirina ,PE,"36,59",5247
2610202,Panelas ,PE,"41,89",4151
2610301,Paranatama ,PE,"40,55",4508
2610400,Parnamirim ,PE,"43,48",3707
2610509,Passira ,PE,"41,84",4169
2610608,Paudalho ,PE,"39,84",4670
2610707,Paulista ,PE,"46,31",2888
2610806,Pedra ,PE,"37,45",5146
2610905,Pesqueira ,PE,"40,85",4431
2611002,Petrolândia ,PE,"49,98",1784
2611101,Petrolina ,PE,"49,91",1801
2611200,Poção ,PE,"40,9",4419
2611309,Pombos ,PE,"40,29",4579
2611408,Primavera ,PE,"37,56",5130
2611507,Quipapá ,PE,"40,1",4611
2611533,Quixaba ,PE,"45,54",3110
2611606,Recife ,PE,"48,69",2154
2611705,Riacho das Almas ,PE,"42,51",3968
2611804,Ribeirão ,PE,"37,19",5179
2611903,Rio Formoso ,PE,"43,73",3645
2612000,Sairé ,PE,"41,67",4218
2612109,Salgadinho ,PE,"38,14",5030
2612208,Salgueiro ,PE,"46,39",2859
2612307,Saloá ,PE,"39,99",4636
2612406,Sanharó ,PE,"39,14",4841
2612455,Santa Cruz ,PE,"44,09",3534
2612471,Santa Cruz da Baixa Verde ,PE,"41,37",4293
2612505,Santa Cruz do Capibaribe ,PE,"46,63",2783
2612554,Santa Filomena ,PE,"38,89",4887
2612604,Santa Maria da Boa Vista ,PE,"43,99",3559
2612703,Santa Maria do Cambucá ,PE,"40,82",4436
2612802,Santa Terezinha ,PE,"40,14",4602
2612901,São Benedito do Sul ,PE,"37,16",5185
2613008,São Bento do Una ,PE,"41,91",4146
2613107,São Caitano ,PE,"42,6",3948
2613206,São João ,PE,"40,7",4470
2613305,São Joaquim do Monte ,PE,"41,72",4198
2613404,São José da Coroa Grande ,PE,"37,98",5055
2613503,São José do Belmonte ,PE,"40,05",4622
2613602,São José do Egito ,PE,"41,72",4199
2613701,São Lourenço da Mata ,PE,"38,8",4904
2613800,São Vicente Férrer ,PE,"38,94",4877
2613909,Serra Talhada ,PE,"44,72",3365
2614006,Serrita ,PE,"41,56",4248
2614105,Sertânia ,PE,"39,7",4708
2614204,Sirinhaém ,PE,"41,91",4143
2614303,Moreilândia ,PE,"44,29",3480
2614402,Solidão ,PE,"43,37",3737
2614501,Surubim ,PE,"49,85",1816
2614600,Tabira ,PE,"42,05",4107
2614709,Tacaimbó ,PE,"40,74",4457
2614808,Tacaratu ,PE,"41,1",4361
2614857,Tamandaré ,PE,"51,41",1386
2615003,Taquaritinga do Norte ,PE,"43,95",3573
2615102,Terezinha ,PE,"39,78",4682
2615201,Terra Nova ,PE,"51,23",1445
2615300,Timbaúba ,PE,"41,53",4254
2615409,Toritama ,PE,"45,02",3266
2615508,Tracunhaém ,PE,"38,85",4892
2615607,Trindade ,PE,"40,56",4506
2615706,Triunfo ,PE,"46,38",2861
2615805,Tupanatinga ,PE,"40,14",4604
2615904,Tuparetama ,PE,"41,78",4187
2616001,Venturosa ,PE,"42,17",4067
2616100,Verdejante ,PE,"45,87",3022
2616183,Vertente do Lério ,PE,"41,33",4308
2616209,Vertentes ,PE,"45,29",3181
2616308,Vicência ,PE,"41,48",4269
2616407,Vitória de Santo Antão ,PE,"45,26",3192
2616506,Xexéu ,PE,"35,98",5307
2700102,Água Branca ,AL,"41,04",4383
2700201,Anadia ,AL,"38,57",4948
2700300,Arapiraca ,AL,"42,45",3981
2700409,Atalaia ,AL,"36,98",5204
2700508,Barra de Santo Antônio ,AL,"36,74",5229
2700607,Barra de São Miguel ,AL,"43,21",3777
2700706,Batalha ,AL,"45,29",3182
2700805,Belém ,AL,"39,21",4820
2700904,Belo Monte ,AL,"41,49",4266
2701001,Boca da Mata ,AL,"38,53",4954
2701100,Branquinha ,AL,"43,04",3838
2701209,Cacimbinhas ,AL,"40,7",4468
2701308,Cajueiro ,AL,"38,31",5001
2701357,Campestre ,AL,"37,71",5110
2701407,Campo Alegre ,AL,"40,99",4393
2701506,Campo Grande ,AL,"39,04",4864
2701605,Canapi ,AL,"39,57",4742
2701704,Capela ,AL,"40,92",4413
2701803,Carneiros ,AL,"41,33",4302
2701902,Chã Preta ,AL,"41,03",4385
2702009,Coité do Nóia ,AL,"39,06",4858
2702108,Colônia Leopoldina ,AL,"43,8",3625
2702207,Coqueiro Seco ,AL,"41,72",4201
2702306,Coruripe ,AL,"45,99",2982
2702355,Craíbas ,AL,"39,54",4751
2702405,Delmiro Gouveia ,AL,"48,73",2137
2702504,Dois Riachos ,AL,"38,7",4931
2702553,Estrela de Alagoas ,AL,"38,82",4901
2702603,Feira Grande ,AL,"39,18",4828
2702702,Feliz Deserto ,AL,"37,8",5093
2702801,Flexeiras ,AL,"39,32",4796
2702900,Girau do Ponciano ,AL,"38,67",4941
2703007,Ibateguara ,AL,"39,33",4791
2703106,Igaci ,AL,"41,07",4370
2703205,Igreja Nova ,AL,"43,56",3686
2703304,Inhapi ,AL,"37,72",5109
2703403,Jacaré dos Homens ,AL,"41,36",4295
2703502,Jacuípe ,AL,"44,55",3402
2703601,Japaratinga ,AL,"36,5",5264
2703700,Jaramataia ,AL,"38,83",4899
2703759,Jequiá da Praia ,AL,"43,88",3598
2703809,Joaquim Gomes ,AL,"39,66",4717
2703908,Jundiá ,AL,"44,76",3351
2704005,Junqueiro ,AL,"42,08",4098
2704104,Lagoa da Canoa ,AL,"40,4",4558
2704203,Limoeiro de Anadia ,AL,"41,13",4348
2704302,Maceió ,AL,"41,76",4190
2704401,Major Isidoro ,AL,"36,59",5246
2704500,Maragogi ,AL,"42,24",4044
2704609,Maravilha ,AL,"41,56",4247
2704708,Marechal Deodoro ,AL,"43,43",3719
2704807,Maribondo ,AL,"38,38",4983
2704906,Mar Vermelho ,AL,"47,21",2590
2705002,Mata Grande ,AL,"39,2",4823
2705101,Matriz de Camaragibe ,AL,"34,74",5409
2705200,Messias ,AL,"39,08",4855
2705309,Minador do Negrão ,AL,"42,01",4114
2705408,Monteirópolis ,AL,"40,04",4625
2705507,Murici ,AL,"39,65",4722
2705606,Novo Lino ,AL,"35,35",5367
2705705,Olho d'Água das Flores ,AL,"41,81",4175
2705804,Olho d'Água do Casado ,AL,"39,56",4743
2705903,Olho d'Água Grande ,AL,"40,03",4628
2706000,Olivença ,AL,"39,75",4689
2706109,Ouro Branco ,AL,"48,01",2352
2706208,Palestina ,AL,"46,09",2950
2706307,Palmeira dos Índios ,AL,"44,71",3369
2706406,Pão de Açúcar ,AL,"41,2",4338
2706422,Pariconha ,AL,"43,91",3586
2706448,Paripueira ,AL,"37,86",5083
2706505,Passo de Camaragibe ,AL,"37,26",5173
2706604,Paulo Jacinto ,AL,"40,63",4486
2706703,Penedo ,AL,"38,13",5034
2706802,Piaçabuçu ,AL,"39,98",4639
2706901,Pilar ,AL,44,3556
2707008,Pindoba ,AL,"43,29",3758
2707107,Piranhas ,AL,"43,97",3563
2707206,Poço das Trincheiras ,AL,"39,7",4707
2707305,Porto Calvo ,AL,"39,13",4845
2707404,Porto de Pedras ,AL,"43,01",3848
2707503,Porto Real do Colégio ,AL,"39,26",4806
2707602,Quebrangulo ,AL,"43,83",3614
2707701,Rio Largo ,AL,"40,51",4522
2707800,Roteiro ,AL,"44,93",3293
2707909,Santa Luzia do Norte ,AL,"37,51",5139
2708006,Santana do Ipanema ,AL,"41,67",4217
2708105,Santana do Mundaú ,AL,"42,13",4080
2708204,São Brás ,AL,"45,71",3066
2708303,São José da Laje ,AL,"41,32",4314
2708402,São José da Tapera ,AL,"41,99",4117
2708501,São Luís do Quitunde ,AL,"34,69",5413
2708600,São Miguel dos Campos ,AL,"41,97",4123
2708709,São Miguel dos Milagres ,AL,"38,47",4965
2708808,São Sebastião ,AL,"38,84",4895
2708907,Satuba ,AL,"39,57",4740
2708956,Senador Rui Palmeira ,AL,"40,63",4488
2709004,Tanque d'Arca ,AL,"42,2",4054
2709103,Taquarana ,AL,"39,54",4750
2709152,Teotônio Vilela ,AL,"47,07",2637
2709202,Traipu ,AL,"37,8",5091
2709301,União dos Palmares ,AL,"45,53",3111
2709400,Viçosa ,AL,"39,55",4745
2800100,Amparo do São Francisco ,SE,"43,19",3784
2800209,Aquidabã ,SE,"39,21",4821
2800308,Aracaju ,SE,"47,56",2488
2800407,Arauá ,SE,"43,14",3798
2800506,Areia Branca ,SE,"39,97",4642
2800605,Barra dos Coqueiros ,SE,"44,81",3330
2800670,Boquim ,SE,"40,98",4398
2800704,Brejo Grande ,SE,"35,52",5344
2801009,Campo do Brito ,SE,"41,13",4349
2801108,Canhoba ,SE,"40,05",4624
2801207,Canindé de São Francisco ,SE,"46,08",2953
2801306,Capela ,SE,"36,48",5270
2801405,Carira ,SE,"40,13",4605
2801504,Carmópolis ,SE,"47,68",2450
2801603,Cedro de São João ,SE,"43,37",3739
2801702,Cristinápolis ,SE,"43,41",3723
2801900,Cumbe ,SE,"43,18",3786
2802007,Divina Pastora ,SE,"41,65",4225
2802106,Estância ,SE,"41,32",4313
2802205,Feira Nova ,SE,"43,08",3826
2802304,Frei Paulo ,SE,"43,6",3674
2802403,Gararu ,SE,"41,72",4196
2802502,General Maynard ,SE,"40,8",4442
2802601,Gracho Cardoso ,SE,"44,32",3473
2802700,Ilha das Flores ,SE,"39,2",4824
2802809,Indiaroba ,SE,"40,91",4416
2802908,Itabaiana ,SE,"49,17",2024
2803005,Itabaianinha ,SE,"43,57",3682
2803104,Itabi ,SE,"48,84",2111
2803203,Itaporanga d'Ajuda ,SE,"40,78",4446
2803302,Japaratuba ,SE,"41,93",4134
2803401,Japoatã ,SE,"41,33",4304
2803500,Lagarto ,SE,"44,61",3390
2803609,Laranjeiras ,SE,"40,19",4595
2803708,Macambira ,SE,"46,2",2912
2803807,Malhada dos Bois ,SE,"42,94",3862
2803906,Malhador ,SE,"42,87",3879
2804003,Maruim ,SE,"38,08",5039
2804102,Moita Bonita ,SE,"45,02",3264
2804201,Monte Alegre de Sergipe ,SE,"42,49",3972
2804300,Muribeca ,SE,"41,57",4244
2804409,Neópolis ,SE,"38,86",4891
2804458,Nossa Senhora Aparecida ,SE,"41,79",4181
2804508,Nossa Senhora da Glória ,SE,"42,99",3855
2804607,Nossa Senhora das Dores ,SE,"41,43",4276
2804706,Nossa Senhora de Lourdes ,SE,"38,23",5017
2804805,Nossa Senhora do Socorro ,SE,"41,97",4122
2804904,Pacatuba ,SE,"39,89",4652
2805000,Pedra Mole ,SE,"44,08",3539
2805109,Pedrinhas ,SE,"39,73",4695
2805208,Pinhão ,SE,"39,89",4654
2805307,Pirambu ,SE,"41,79",4182
2805406,Poço Redondo ,SE,"36,9",5214
2805505,Poço Verde ,SE,"42,64",3942
2805604,Porto da Folha ,SE,"40,65",4484
2805703,Propriá ,SE,"44,2",3500
2805802,Riachão do Dantas ,SE,"44,12",3525
2805901,Riachuelo ,SE,"42,47",3976
2806008,Ribeirópolis ,SE,"42,65",3938
2806107,Rosário do Catete ,SE,"41,43",4277
2806206,Salgado ,SE,"40,74",4456
2806305,Santa Luzia do Itanhy ,SE,"42,1",4091
2806404,Santana do São Francisco ,SE,"43,06",3833
2806503,Santa Rosa de Lima ,SE,"41,39",4284
2806602,Santo Amaro das Brotas ,SE,"38,22",5018
2806701,São Cristóvão ,SE,"43,4",3729
2806800,São Domingos ,SE,"38,47",4967
2806909,São Francisco ,SE,"47,46",2522
2807006,São Miguel do Aleixo ,SE,"39,33",4792
2807105,Simão Dias ,SE,"42,23",4047
2807204,Siriri ,SE,"37,94",5067
2807303,Telha ,SE,"45,97",2994
2807402,Tobias Barreto ,SE,"43,92",3579
2807501,Tomar do Geru ,SE,"35,49",5346
2807600,Umbaúba ,SE,"39,04",4863
2900108,Abaíra ,BA,"46,14",2932
2900207,Abaré ,BA,"47,09",2632
2900306,Acajutiba ,BA,"40,66",4482
2900355,Adustina ,BA,"37,89",5079
2900405,Água Fria ,BA,"41,72",4202
2900504,Érico Cardoso ,BA,"44,33",3470
2900603,Aiquara ,BA,"43,86",3601
2900702,Alagoinhas ,BA,"44,39",3450
2900801,Alcobaça ,BA,"39,4",4777
2900900,Almadina ,BA,"38,05",5045
2901007,Amargosa ,BA,"47,24",2581
2901106,Amélia Rodrigues ,BA,"42,87",3877
2901155,América Dourada ,BA,"39,85",4666
2901205,Anagé ,BA,"41,06",4373
2901304,Andaraí ,BA,"40,71",4467
2901353,Andorinha ,BA,"41,6",4233
2901403,Angical ,BA,"38,21",5019
2901502,Anguera ,BA,"39,27",4804
2901601,Antas ,BA,"37,65",5118
2901700,Antônio Cardoso ,BA,"40,41",4552
2901809,Antônio Gonçalves ,BA,"42,52",3964
2901908,Aporá ,BA,"38,45",4970
2901957,Apuarema ,BA,"35,47",5349
2902005,Aracatu ,BA,"37,27",5171
2902054,Araçás ,BA,"36,77",5224
2902104,Araci ,BA,"43,42",3722
2902203,Aramari ,BA,"38,37",4984
2902252,Arataca ,BA,"35,28",5370
2902302,Aratuípe ,BA,"40,71",4465
2902401,Aurelino Leal ,BA,"33,23",5493
2902500,Baianópolis ,BA,"42,83",3897
2902609,Baixa Grande ,BA,"39,12",4847
2902658,Banzaê ,BA,"41,49",4264
2902708,Barra ,BA,"41,05",4379
2902807,Barra da Estiva ,BA,"41,55",4251
2902906,Barra do Choça ,BA,"43,59",3677
2903003,Barra do Mendes ,BA,"42,23",4048
2903102,Barra do Rocha ,BA,"37,2",5177
2903201,Barreiras ,BA,"46,04",2964
2903235,Barro Alto ,BA,"39,71",4701
2903276,Barrocas ,BA,"43,75",3637
2903300,Barro Preto ,BA,"36,7",5232
2903409,Belmonte ,BA,"39,76",4687
2903508,Belo Campo ,BA,"45,56",3105
2903607,Biritinga ,BA,"39,85",4664
2903706,Boa Nova ,BA,"38,58",4947
2903805,Boa Vista do Tupim ,BA,"39,24",4813
